Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60614,12/28/2020,101,1421,101,1421,0.02,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201228
60639,12/30/2020,57,337,57,337,0.004,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201230
60625,01/05/2021,126,1426,123,1419,0.018,3,7,0,79444,POINT (-87.701816 41.971155),60625-20210105
60636,01/17/2021,2,242,2,216,0.007,0,26,0.001,30024,POINT (-87.668597 41.77599),60636-20210117
60621,12/23/2020,4,32,4,32,0.001,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201223
60645,12/31/2020,44,641,44,641,0.014,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201231
60653,01/08/2021,57,584,29,529,0.016,28,55,0.002,33154,POINT (-87.611244 41.819261),60653-20210108
Unknown,02/02/2021,41,992,20,835,0,21,157,0,0,,Unknown-20210202
60660,12/24/2020,11,341,11,341,0.008,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201224
60660,12/18/2020,93,123,93,123,0.003,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201218
60643,12/20/2020,26,153,26,153,0.003,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201220
60606,01/19/2021,9,293,5,194,0.059,4,99,0.03,3287,POINT (-87.63676 41.882634),60606-20210119
60637,12/30/2020,122,572,122,572,0.012,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201230
60653,12/22/2020,32,133,32,133,0.004,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201222
60618,01/03/2021,39,1494,36,1491,0.016,3,3,0,94907,POINT (-87.703343 41.946699),60618-20210103
60655,12/22/2020,46,342,46,342,0.012,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201222
60616,12/19/2020,81,302,81,302,0.006,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201219
60614,12/19/2020,177,630,177,630,0.009,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201219
60630,12/29/2020,64,531,64,531,0.009,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201229
60633,01/22/2021,27,228,21,183,0.014,6,45,0.004,12689,POINT (-87.556037 41.653147),60633-20210122
60653,01/12/2021,90,795,65,666,0.02,25,129,0.004,33154,POINT (-87.611244 41.819261),60653-20210112
60651,12/23/2020,20,103,20,103,0.002,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201223
60649,01/03/2021,11,323,11,323,0.007,0,0,0,46633,POINT (-87.571522 41.762202),60649-20210103
60628,12/21/2020,20,64,20,64,0.001,0,0,0,64254,POINT (-87.621537 41.694192),60628-20201221
60607,12/15/2020,1,1,1,1,0,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201215
60612,12/19/2020,52,209,52,209,0.006,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201219
60651,12/26/2020,3,112,3,112,0.002,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201226
60649,12/26/2020,1,119,1,119,0.003,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201226
60624,12/24/2020,1,58,1,58,0.002,0,0,0,34892,POINT (-87.722735 41.879417),60624-20201224
60644,01/03/2021,7,305,7,305,0.007,0,0,0,46591,POINT (-87.756863 41.881113),60644-20210103
60618,12/15/2020,0,0,0,0,0,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201215
60608,12/21/2020,98,342,98,342,0.004,0,0,0,80059,POINT (-87.670366 41.849879),60608-20201221
60602,12/28/2020,4,34,4,34,0.03,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201228
60639,12/18/2020,40,50,40,50,0.001,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201218
60629,12/23/2020,46,260,46,260,0.002,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201223
60645,12/16/2020,5,5,5,5,0,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201216
60605,01/08/2021,283,2396,56,1909,0.066,227,487,0.017,29060,POINT (-87.623449 41.867824),60605-20210108
60622,01/01/2021,2,2086,2,2086,0.039,0,0,0,53294,POINT (-87.681818 41.902762),60622-20210101
60632,01/08/2021,46,649,34,612,0.007,12,37,0,89857,POINT (-87.711251 41.810038),60632-20210108
60646,12/29/2020,47,379,47,379,0.013,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201229
60656,01/08/2021,65,492,17,401,0.014,48,91,0.003,28218,POINT (-87.817934 41.974566),60656-20210108
60652,12/30/2020,54,361,54,361,0.008,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201230
60660,01/08/2021,190,1718,101,1564,0.035,89,154,0.003,44498,POINT (-87.666362 41.991062),60660-20210108
60827,01/21/2021,3,45,3,39,0.001,0,6,0,28483,POINT (-87.633087 41.650765),60827-20210121
60640,01/17/2021,42,3981,34,3286,0.047,8,695,0.01,69363,POINT (-87.662232 41.971888),60640-20210117
60646,01/13/2021,178,1144,137,858,0.03,41,286,0.01,28569,POINT (-87.761826 41.993931),60646-20210113
60651,01/17/2021,4,729,4,627,0.01,0,102,0.002,63492,POINT (-87.741017 41.901964),60651-20210117
60638,12/21/2020,54,224,54,224,0.004,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201221
60620,12/26/2020,2,134,2,134,0.002,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201226
60608,01/03/2021,10,934,10,934,0.012,0,0,0,80059,POINT (-87.670366 41.849879),60608-20210103
60707,12/21/2020,13,42,13,42,0.001,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201221
60647,12/22/2020,151,829,151,829,0.009,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201222
60827,12/20/2020,0,4,0,4,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201220
60633,12/18/2020,2,4,2,4,0,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201218
60607,12/27/2020,0,1008,0,1008,0.034,0,0,0,29293,POINT (-87.652727 41.876104),60607-20201227
60609,12/16/2020,0,0,0,0,0,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201216
60605,01/05/2021,105,1807,75,1755,0.06,30,52,0.002,29060,POINT (-87.623449 41.867824),60605-20210105
Unknown,12/22/2020,4,26,4,26,0,0,0,0,0,,Unknown-20201222
60636,01/06/2021,15,125,14,123,0.004,1,2,0,30024,POINT (-87.668597 41.77599),60636-20210106
60657,01/03/2021,30,2152,29,2151,0.03,1,1,0,70958,POINT (-87.658216 41.939715),60657-20210103
60608,01/18/2021,93,2556,57,1992,0.025,36,564,0.007,80059,POINT (-87.670366 41.849879),60608-20210118
60644,12/31/2020,8,212,8,212,0.005,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201231
60637,01/05/2021,48,828,32,801,0.017,16,27,0.001,47300,POINT (-87.604053 41.780991),60637-20210105
60651,01/12/2021,58,570,42,495,0.008,16,75,0.001,63492,POINT (-87.741017 41.901964),60651-20210112
Unknown,01/23/2021,25,687,25,602,0,0,85,0,0,,Unknown-20210123
60606,01/02/2021,6,129,6,129,0.039,0,0,0,3287,POINT (-87.63676 41.882634),60606-20210102
60610,12/24/2020,21,642,21,642,0.016,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201224
60638,12/16/2020,0,0,0,0,0,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201216
60666,12/21/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201221
60661,12/17/2020,41,48,41,48,0.005,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201217
60612,12/31/2020,33,797,33,797,0.024,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201231
60606,12/18/2020,29,36,29,36,0.011,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201218
60666,01/30/2021,0,9,0,9,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210130
60632,01/05/2021,44,513,43,511,0.006,1,2,0,89857,POINT (-87.711251 41.810038),60632-20210105
60666,01/05/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210105
60628,01/10/2021,5,558,2,509,0.008,3,49,0.001,64254,POINT (-87.621537 41.694192),60628-20210110
60626,12/22/2020,43,271,43,271,0.005,0,0,0,50544,POINT (-87.669834 42.009469),60626-20201222
60617,12/28/2020,40,242,40,242,0.003,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201228
60643,12/30/2020,66,439,66,439,0.009,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201230
60609,01/11/2021,51,744,17,638,0.01,34,106,0.002,60939,POINT (-87.653382 41.812017),60609-20210111
60621,01/14/2021,9,306,8,277,0.01,1,29,0.001,28018,POINT (-87.638812 41.776931),60621-20210114
60623,01/09/2021,35,766,27,722,0.009,8,44,0.001,81283,POINT (-87.717446 41.850321),60623-20210109
60644,01/13/2021,156,858,142,806,0.017,14,52,0.001,46591,POINT (-87.756863 41.881113),60644-20210113
60661,01/08/2021,91,721,22,592,0.057,69,129,0.012,10354,POINT (-87.644283 41.882786),60661-20210108
60616,12/26/2020,12,656,12,656,0.012,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201226
60645,01/14/2021,74,1697,63,1438,0.03,11,259,0.005,47270,POINT (-87.695049 42.008927),60645-20210114
60639,01/11/2021,79,959,51,834,0.009,28,125,0.001,88204,POINT (-87.75531 41.920609),60639-20210111
60630,01/05/2021,154,904,152,900,0.016,2,4,0,56433,POINT (-87.759611 41.971261),60630-20210105
60642,01/09/2021,103,1189,27,909,0.046,76,280,0.014,19716,POINT (-87.657821 41.899935),60642-20210109
60661,12/27/2020,0,359,0,359,0.035,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201227
60645,01/16/2021,32,1799,28,1532,0.032,4,267,0.006,47270,POINT (-87.695049 42.008927),60645-20210116
60647,01/01/2021,0,1339,0,1339,0.015,0,0,0,87633,POINT (-87.701101 41.921058),60647-20210101
60660,01/14/2021,80,2159,66,1835,0.041,14,324,0.007,44498,POINT (-87.666362 41.991062),60660-20210114
60656,12/20/2020,12,117,12,117,0.004,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201220
60656,12/25/2020,0,193,0,193,0.007,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201225
60606,01/29/2021,24,474,20,335,0.102,4,139,0.042,3287,POINT (-87.63676 41.882634),60606-20210129
60617,12/23/2020,32,189,32,189,0.002,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201223
60607,01/01/2021,1,1410,1,1410,0.048,0,0,0,29293,POINT (-87.652727 41.876104),60607-20210101
60632,12/22/2020,34,118,34,118,0.001,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201222
60649,12/29/2020,131,271,131,271,0.006,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201229
60656,01/09/2021,33,525,8,409,0.014,25,116,0.004,28218,POINT (-87.817934 41.974566),60656-20210109
60616,12/31/2020,35,914,35,914,0.017,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201231
60602,12/18/2020,7,8,7,8,0.007,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201218
60612,12/24/2020,35,522,35,522,0.015,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201224
60644,12/26/2020,3,85,3,85,0.002,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201226
60606,01/07/2021,9,159,5,146,0.044,4,13,0.004,3287,POINT (-87.63676 41.882634),60606-20210107
60633,01/14/2021,3,124,2,101,0.008,1,23,0.002,12689,POINT (-87.556037 41.653147),60633-20210114
60647,12/26/2020,13,979,13,979,0.011,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201226
60609,01/17/2021,10,1053,4,867,0.014,6,186,0.003,60939,POINT (-87.653382 41.812017),60609-20210117
60636,01/15/2021,11,233,10,208,0.007,1,25,0.001,30024,POINT (-87.668597 41.77599),60636-20210115
60638,01/05/2021,47,666,44,659,0.011,3,7,0,58669,POINT (-87.771902 41.787032),60638-20210105
60640,12/24/2020,18,695,18,695,0.01,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201224
60620,01/13/2021,63,794,50,671,0.01,13,123,0.002,67711,POINT (-87.651656 41.740873),60620-20210113
60623,12/27/2020,0,157,0,157,0.002,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201227
60612,01/05/2021,49,943,47,940,0.028,2,3,0,33735,POINT (-87.687011 41.88004),60612-20210105
60660,12/22/2020,45,287,45,287,0.006,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201222
60639,12/27/2020,0,216,0,216,0.002,0,0,0,88204,POINT (-87.75531 41.920609),60639-20201227
60614,12/15/2020,1,1,1,1,0,0,0,0,71954,POINT (-87.652064 41.922605),60614-20201215
60610,01/04/2021,49,992,42,984,0.024,7,8,0,40548,POINT (-87.63581 41.90455),60610-20210104
60605,12/16/2020,11,11,11,11,0,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201216
60652,12/25/2020,0,154,0,154,0.004,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201225
60707,01/07/2021,14,168,7,159,0.004,7,9,0,43093,POINT (-87.808283 41.921777),60707-20210107
60619,12/29/2020,48,201,48,201,0.003,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201229
60666,01/08/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210108
60618,12/30/2020,161,1328,161,1328,0.014,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201230
60632,12/21/2020,31,84,31,84,0.001,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201221
60630,12/25/2020,0,424,0,424,0.008,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201225
60620,01/06/2021,138,479,134,466,0.007,4,13,0,67711,POINT (-87.651656 41.740873),60620-20210106
60647,12/17/2020,87,95,87,95,0.001,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201217
60657,12/29/2020,171,1780,171,1780,0.025,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201229
60618,01/16/2021,109,3679,93,2779,0.029,16,900,0.009,94907,POINT (-87.703343 41.946699),60618-20210116
60655,12/18/2020,90,131,90,131,0.005,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201218
60622,12/27/2020,0,1374,0,1374,0.026,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201227
60707,01/12/2021,26,250,17,206,0.005,9,44,0.001,43093,POINT (-87.808283 41.921777),60707-20210112
60628,01/15/2021,39,749,39,648,0.01,0,101,0.002,64254,POINT (-87.621537 41.694192),60628-20210115
60653,12/26/2020,0,168,0,168,0.005,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201226
60827,01/08/2021,3,18,1,16,0.001,2,2,0,28483,POINT (-87.633087 41.650765),60827-20210108
60602,12/23/2020,4,28,4,28,0.024,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201223
60606,01/14/2021,6,261,6,174,0.053,0,87,0.026,3287,POINT (-87.63676 41.882634),60606-20210114
60623,01/05/2021,34,493,34,492,0.006,0,1,0,81283,POINT (-87.717446 41.850321),60623-20210105
60649,01/13/2021,118,903,102,811,0.017,16,92,0.002,46633,POINT (-87.571522 41.762202),60649-20210113
60609,12/27/2020,0,181,0,181,0.003,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201227
60623,01/11/2021,50,823,26,752,0.009,24,71,0.001,81283,POINT (-87.717446 41.850321),60623-20210111
60621,12/26/2020,1,34,1,34,0.001,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201226
60641,12/17/2020,33,51,33,51,0.001,0,0,0,69880,POINT (-87.746791 41.946682),60641-20201217
60640,01/10/2021,32,2726,17,2392,0.034,15,334,0.005,69363,POINT (-87.662232 41.971888),60640-20210110
60707,12/26/2020,0,75,0,75,0.002,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201226
60638,01/04/2021,44,619,40,615,0.01,4,4,0,58669,POINT (-87.771902 41.787032),60638-20210104
60647,01/12/2021,244,2849,133,2083,0.024,111,766,0.009,87633,POINT (-87.701101 41.921058),60647-20210112
60618,12/27/2020,0,939,0,939,0.01,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201227
60610,01/05/2021,122,1114,113,1097,0.027,9,17,0,40548,POINT (-87.63581 41.90455),60610-20210105
60660,01/04/2021,91,722,87,718,0.016,4,4,0,44498,POINT (-87.666362 41.991062),60660-20210104
60602,01/14/2021,7,103,5,73,0.064,2,30,0.026,1145,POINT (-87.628309 41.883136),60602-20210114
60827,12/27/2020,0,7,0,7,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201227
60651,12/30/2020,49,216,49,216,0.003,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201230
60651,12/15/2020,0,0,0,0,0,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201215
60652,12/16/2020,0,1,0,1,0,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201216
60605,01/12/2021,227,3085,70,2055,0.071,157,1030,0.035,29060,POINT (-87.623449 41.867824),60605-20210112
60623,01/10/2021,7,773,4,726,0.009,3,47,0.001,81283,POINT (-87.717446 41.850321),60623-20210110
60646,12/27/2020,0,314,0,314,0.011,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201227
60619,12/24/2020,10,121,10,121,0.002,0,0,0,61207,POINT (-87.60569 41.744737),60619-20201224
60633,01/27/2021,30,317,27,255,0.02,3,62,0.005,12689,POINT (-87.556037 41.653147),60633-20210127
60624,12/28/2020,6,65,6,65,0.002,0,0,0,34892,POINT (-87.722735 41.879417),60624-20201228
60644,01/23/2021,33,1238,31,1115,0.024,2,123,0.003,46591,POINT (-87.756863 41.881113),60644-20210123
60645,01/05/2021,117,940,116,937,0.02,1,3,0,47270,POINT (-87.695049 42.008927),60645-20210105
60643,12/16/2020,1,1,1,1,0,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201216
60660,12/30/2020,116,556,116,556,0.012,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201230
60655,12/15/2020,0,0,0,0,0,0,0,0,28569,POINT (-87.701434 41.696456),60655-20201215
60621,12/31/2020,2,179,2,179,0.006,0,0,0,28018,POINT (-87.638812 41.776931),60621-20201231
60656,01/04/2021,30,333,30,333,0.012,0,0,0,28218,POINT (-87.817934 41.974566),60656-20210104
60617,01/02/2021,5,367,5,367,0.004,0,0,0,83553,POINT (-87.556897 41.721257),60617-20210102
60609,12/20/2020,12,72,12,72,0.001,0,0,0,60939,POINT (-87.653382 41.812017),60609-20201220
60643,12/29/2020,43,373,43,373,0.008,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201229
60651,01/03/2021,2,248,2,248,0.004,0,0,0,63492,POINT (-87.741017 41.901964),60651-20210103
60620,12/30/2020,53,244,53,244,0.004,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201230
60612,12/23/2020,76,487,76,487,0.014,0,0,0,33735,POINT (-87.687011 41.88004),60612-20201223
60605,01/01/2021,2,1545,2,1545,0.053,0,0,0,29060,POINT (-87.623449 41.867824),60605-20210101
60622,12/28/2020,62,1436,62,1436,0.027,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201228
60606,12/21/2020,17,69,17,69,0.021,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201221
60827,02/02/2021,5,87,3,72,0.003,2,15,0.001,28483,POINT (-87.633087 41.650765),60827-20210202
60637,01/09/2021,78,1182,24,996,0.021,54,186,0.004,47300,POINT (-87.604053 41.780991),60637-20210109
60651,01/24/2021,7,1213,6,1021,0.016,1,192,0.003,63492,POINT (-87.741017 41.901964),60651-20210124
60620,12/15/2020,0,0,0,0,0,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201215
60660,12/17/2020,28,30,28,30,0.001,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201217
60642,01/06/2021,36,850,25,828,0.042,11,22,0.001,19716,POINT (-87.657821 41.899935),60642-20210106
60644,12/16/2020,0,0,0,0,0,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201216
Unknown,12/18/2020,4,8,4,8,0,0,0,0,0,,Unknown-20201218
60636,01/10/2021,1,170,0,157,0.005,1,13,0,30024,POINT (-87.668597 41.77599),60636-20210110
60628,12/29/2020,35,178,35,178,0.003,0,0,0,64254,POINT (-87.621537 41.694192),60628-20201229
60827,01/01/2021,0,9,0,9,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20210101
60625,12/15/2020,0,0,0,0,0,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201215
60649,12/18/2020,27,40,27,40,0.001,0,0,0,46633,POINT (-87.571522 41.762202),60649-20201218
60617,12/16/2020,1,1,1,1,0,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201216
60622,12/17/2020,135,138,135,138,0.003,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201217
60610,12/20/2020,24,346,24,346,0.009,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201220
60645,12/21/2020,52,196,52,196,0.004,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201221
60646,12/22/2020,30,252,30,252,0.009,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201222
60608,01/15/2021,88,2393,80,1873,0.023,8,520,0.006,80059,POINT (-87.670366 41.849879),60608-20210115
60613,12/18/2020,210,265,210,265,0.005,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201218
60620,01/18/2021,36,931,27,785,0.012,9,146,0.002,67711,POINT (-87.651656 41.740873),60620-20210118
60609,01/07/2021,52,596,36,571,0.009,16,25,0,60939,POINT (-87.653382 41.812017),60609-20210107
60610,01/15/2021,83,2232,72,1587,0.039,11,645,0.016,40548,POINT (-87.63581 41.90455),60610-20210115
60827,01/18/2021,1,36,1,31,0.001,0,5,0,28483,POINT (-87.633087 41.650765),60827-20210118
60618,01/06/2021,126,1912,108,1876,0.02,18,36,0,94907,POINT (-87.703343 41.946699),60618-20210106
60638,12/20/2020,27,170,27,170,0.003,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201220
60643,01/03/2021,13,481,12,480,0.01,1,1,0,48887,POINT (-87.662381 41.700445),60643-20210103
60666,01/01/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210101
60613,12/23/2020,87,765,87,765,0.015,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201223
60632,12/27/2020,0,160,0,160,0.002,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201227
60642,12/20/2020,24,289,24,289,0.015,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201220
60629,12/28/2020,33,319,33,319,0.003,0,0,0,110029,POINT (-87.711565 41.777061),60629-20201228
60623,12/31/2020,37,390,37,390,0.005,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201231
60621,01/10/2021,1,258,1,242,0.009,0,16,0.001,28018,POINT (-87.638812 41.776931),60621-20210110
60633,01/10/2021,1,98,1,87,0.007,0,11,0.001,12689,POINT (-87.556037 41.653147),60633-20210110
60643,12/19/2020,42,127,42,127,0.003,0,0,0,48887,POINT (-87.662381 41.700445),60643-20201219
60614,01/06/2021,108,2267,82,2220,0.031,26,47,0.001,71954,POINT (-87.652064 41.922605),60614-20210106
60632,01/17/2021,11,1061,6,908,0.01,5,153,0.002,89857,POINT (-87.711251 41.810038),60632-20210117
60646,01/23/2021,178,1993,169,1581,0.055,9,412,0.014,28569,POINT (-87.761826 41.993931),60646-20210123
Unknown,01/19/2021,65,444,51,389,0,14,55,0,0,,Unknown-20210119
60707,12/29/2020,17,98,17,98,0.002,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201229
60661,12/31/2020,23,461,23,461,0.045,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201231
60638,12/24/2020,11,322,11,322,0.005,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201224
60827,12/17/2020,0,0,0,0,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201217
60656,12/29/2020,30,243,30,243,0.009,0,0,0,28218,POINT (-87.817934 41.974566),60656-20201229
60626,12/19/2020,58,159,58,159,0.003,0,0,0,50544,POINT (-87.669834 42.009469),60626-20201219
60639,01/07/2021,60,659,35,624,0.007,25,35,0,88204,POINT (-87.75531 41.920609),60639-20210107
60608,01/10/2021,98,1720,87,1478,0.018,11,242,0.003,80059,POINT (-87.670366 41.849879),60608-20210110
60637,12/23/2020,68,324,68,324,0.007,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201223
60644,12/22/2020,9,56,9,56,0.001,0,0,0,46591,POINT (-87.756863 41.881113),60644-20201222
